"ID_Fahrzeug","ID_T01","Fehlerhaft_Datum_T01","Fehlerhaft_Fahrleistung_T01","ID_T02","Fehlerhaft_Datum_T02","Fehlerhaft_Fahrleistung_T02"
"11-1-11-646131","1-201-2011-695130",2014-02-03,10931,"2-202-2022-1218080",2014-08-14,34874.9479452055
"11-1-12-428021","1-201-2011-696140",2014-02-05,10931,"2-201-2011-524321",2014-08-19,35123.4630136986
"11-1-12-427930","1-202-2021-695378",2014-10-12,32220.49,"2-202-2022-1219064",2014-08-15,34957.7863013699
"11-1-11-646377","1-201-2011-696042",2014-02-05,11026,"2-202-2022-1220073",2014-08-16,35040.6246575342
"11-1-11-646228","1-201-2011-694767",2014-02-02,10883,"2-201-2011-522797",2014-08-15,34957.7863013699
"11-1-11-646229","1-201-2011-694824",2014-02-02,10883,"2-202-2022-1217135",2014-08-12,34709.2712328767
"11-1-11-646252","1-202-2021-697812",2014-10-18,32623.25,"2-201-2011-523188",2014-08-16,35040.6246575342
"11-1-11-646470","1-201-2011-695884",2014-02-04,10931,"2-202-2022-1217488",2014-08-13,34709.2712328767
"11-1-12-427434","1-201-2011-694708",2014-02-02,10883,"2-201-2011-522774",2014-08-14,34874.9479452055
"11-1-11-646486","1-202-2021-697321",2014-10-17,32489,"2-202-2022-1220777",2014-08-17,35040.6246575342
"11-1-12-428131","1-202-2021-694817",2014-10-11,32019.12,"2-202-2022-1217237",2014-08-13,34626.4328767123
"11-1-11-646504","1-202-2021-697178",2014-10-16,32421.87,"2-202-2022-1220316",2014-08-17,35040.6246575342
"11-1-11-646507","1-202-2021-697518",2014-10-17,32489,"2-201-2011-523475",2014-08-17,35040.6246575342
"11-1-12-428142","1-202-2021-696853",2014-10-15,32287.62,"2-201-2011-523888",2014-08-18,35040.6246575342
"11-1-11-646521","1-201-2011-698831",2014-02-11,11265,"2-201-2011-524134",2014-08-19,35206.301369863
"11-1-12-428145","1-202-2021-695218",2014-10-12,32086.24,"2-202-2022-1219693",2014-08-16,34874.9479452055
"11-1-11-646561","1-202-2021-698268",2014-10-19,32623.25,"2-201-2011-523607",2014-08-17,35040.6246575342
"11-1-11-646603","1-202-2021-698680",2014-10-20,32690.38,"2-202-2022-1222520",2014-08-19,35206.301369863
"11-1-11-646801","1-202-2021-697631",2014-10-17,32421.87,"2-202-2022-1219664",2014-08-16,34874.9479452055
"11-1-12-428323","1-201-2011-696359",2014-02-05,10931,"2-201-2011-523949",2014-08-18,35040.6246575342
"11-1-12-428325","1-202-2021-697437",2014-10-17,32421.87,"2-202-2022-1220565",2014-08-17,34957.7863013699
"11-1-11-646631","1-201-2011-696376",2014-02-05,10978,"2-202-2022-1219301",2014-08-15,34874.9479452055
"11-1-11-646635","1-201-2011-698012",2014-02-09,11169,"2-201-2011-524465",2014-08-20,35289.1397260274
"11-1-11-646861","1-202-2021-696221",2014-10-14,32220.49,"2-202-2022-1221536",2014-08-18,35040.6246575342
"11-1-11-646867","1-202-2021-696244",2014-10-14,32220.49,"2-202-2022-1218937",2014-08-15,34792.1095890411
"11-1-11-646674","1-201-2011-695576",2014-02-04,10931,"2-202-2022-1219796",2014-08-16,34957.7863013699
"11-1-11-646905","1-202-2021-695068",2014-10-11,32019.12,"2-202-2022-1219608",2014-08-16,34874.9479452055
"11-1-11-646701","1-202-2021-698590",2014-10-19,32556.12,"2-202-2022-1221727",2014-08-18,35040.6246575342
"11-1-11-646917","1-201-2011-699098",2014-02-12,11265,"2-202-2022-1221824",2014-08-18,35040.6246575342
"11-1-11-646925","1-201-2011-698606",2014-02-10,11169,"2-202-2022-1220326",2014-08-17,34957.7863013699
"11-1-11-646710","1-202-2021-693466",2014-10-08,31817.74,"2-202-2022-1215922",2014-08-11,34460.7561643836
"11-1-12-428780","1-202-2021-701200",2014-10-25,32958.88,"2-201-2011-526034",2014-08-24,35537.6547945205
"11-1-12-428570","1-201-2011-700126",2014-02-14,11360,"2-202-2022-1224678",2014-08-22,35371.9780821918
"11-1-12-428441","1-201-2011-699106",2014-02-12,11265,"2-201-2011-525049",2014-08-21,35289.1397260274
"11-1-12-428449","1-201-2011-696533",2014-02-06,10978,"2-201-2011-523892",2014-08-18,35040.6246575342
"11-1-11-646984","1-201-2011-698191",2014-02-10,11169,"2-202-2022-1221629",2014-08-18,35040.6246575342
"11-1-12-428456","1-201-2011-696352",2014-02-05,10931,"2-202-2022-1221960",2014-08-19,35123.4630136986
"11-1-11-647028","1-202-2021-694288",2014-10-10,31951.99,"2-202-2022-1219490",2014-08-15,34792.1095890411
"11-1-11-647221","1-202-2021-696594",2014-10-15,32287.62,"2-201-2011-523559",2014-08-17,34957.7863013699
"11-1-12-428654","1-202-2021-699823",2014-10-22,32757.5,"2-202-2022-1224022",2014-08-21,35289.1397260274
"11-1-11-647260","1-202-2021-696021",2014-10-14,32220.49,"2-202-2022-1220883",2014-08-17,34957.7863013699
"11-1-11-647279","1-202-2021-699563",2014-10-22,32757.5,"2-201-2011-524144",2014-08-19,35123.4630136986
"11-1-11-647351","1-202-2021-698366",2014-10-19,32556.12,"2-202-2022-1222346",2014-08-19,35123.4630136986
"11-1-11-647111","1-201-2011-697892",2014-02-09,11122,"2-201-2011-523698",2014-08-17,34957.7863013699
"11-1-12-428709","1-202-2021-697569",2014-10-17,32421.87,"2-202-2022-1222699",2014-08-20,35206.301369863
"11-1-11-647390","1-202-2021-698926",2014-10-20,32623.25,"2-202-2022-1221948",2014-08-19,35123.4630136986
"11-1-12-428824","1-202-2021-700620",2014-10-24,32891.75,"2-202-2022-1225893",2014-08-24,35537.6547945205
"11-1-11-647404","1-201-2011-696588",2014-02-06,10978,"2-201-2011-523788",2014-08-18,35040.6246575342
"11-1-11-647573","1-201-2011-697881",2014-02-09,11122,"2-202-2022-1223944",2014-08-21,35289.1397260274
"11-1-11-647433","1-202-2021-696191",2014-10-14,32220.49,"2-202-2022-1221110",2014-08-18,35040.6246575342
"11-1-11-648382","1-201-2011-701215",2014-02-16,11313,"2-202-2022-1224912",2014-08-23,35206.301369863
"11-1-11-647610","1-202-2021-696087",2014-10-14,32220.49,"2-202-2022-1218598",2014-08-14,34709.2712328767
"11-1-11-647612","1-201-2011-697145",2014-02-07,11026,"2-202-2022-1221380",2014-08-18,35040.6246575342
"11-1-11-647706","1-202-2021-700272",2014-10-23,32824.63,"2-202-2022-1222482",2014-08-19,35123.4630136986
"11-1-12-428900","1-201-2011-699589",2014-02-13,11313,"2-202-2022-1223905",2014-08-21,35289.1397260274
"11-1-11-647735","1-201-2011-699864",2014-02-13,11313,"2-202-2022-1223822",2014-08-21,35289.1397260274
"11-1-11-647518","1-202-2021-699098",2014-10-21,32690.38,"2-201-2011-525149",2014-08-22,35371.9780821918
"11-1-11-647524","1-201-2011-696154",2014-02-05,10931,"2-201-2011-523398",2014-08-16,34874.9479452055
"11-1-12-429057","1-201-2011-701188",2014-02-16,11265,"2-202-2022-1225432",2014-08-23,35123.4630136986
"11-1-12-428933","1-202-2021-700701",2014-10-24,32891.75,"2-202-2022-1224495",2014-08-22,35371.9780821918
"11-1-12-428936","1-201-2011-699784",2014-02-13,11313,"2-202-2022-1223769",2014-08-21,35289.1397260274
"11-1-11-647800","1-201-2011-695952",2014-02-04,10883,"2-201-2011-522623",2014-08-14,34709.2712328767
"11-1-12-429083","1-201-2011-697115",2014-02-07,10835,"2-202-2022-1223045",2014-08-20,34874.9479452055
"11-1-12-429106","1-202-2021-700446",2014-10-24,32623.25,"2-202-2022-1225964",2014-08-24,35206.301369863
"11-1-12-429013","1-201-2011-697642",2014-02-08,11074,"2-202-2022-1222046",2014-08-19,35123.4630136986
"11-1-12-429144","1-202-2021-701089",2014-10-25,32690.38,"2-202-2022-1226141",2014-08-24,35206.301369863
"11-1-11-647905","1-201-2011-696369",2014-02-05,10931,"2-202-2022-1221797",2014-08-18,35040.6246575342
"11-1-12-429154","1-202-2021-697553",2014-10-17,32153.37,"2-202-2022-1221268",2014-08-18,34709.2712328767
"11-1-11-647912","1-201-2011-696753",2014-02-06,10978,"2-202-2022-1220276",2014-08-16,34874.9479452055
"11-1-11-648152","1-202-2021-697661",2014-10-17,32220.49,"2-202-2022-1221975",2014-08-19,34874.9479452055
"11-1-11-648163","1-201-2011-699935",2014-02-14,11217,"2-201-2011-525479",2014-08-23,35206.301369863
"11-1-12-429231","1-201-2011-697915",2014-02-09,10931,"2-202-2022-1221567",2014-08-18,34709.2712328767
"11-1-11-649592","1-202-2021-701744",2014-10-27,32690.38,"2-202-2022-1225332",2014-08-23,34957.7863013699
"11-1-12-429266","1-202-2021-700432",2014-10-24,32623.25,"2-202-2022-1225395",2014-08-23,35123.4630136986
"11-1-12-429271","1-202-2021-698330",2014-10-19,32287.62,"2-202-2022-1224109",2014-08-21,34957.7863013699
"11-1-11-648236","1-202-2021-699953",2014-10-23,32623.25,"2-201-2011-524998",2014-08-21,35040.6246575342
"11-1-12-429578","1-202-2021-697909",2014-10-18,32086.24,"2-202-2022-1224279",2014-08-22,34874.9479452055
"11-1-11-648413","1-201-2011-700258",2014-02-14,11169,"2-201-2011-525588",2014-08-23,35123.4630136986
"11-1-11-648258","1-202-2021-698346",2014-10-19,32354.75,"2-202-2022-1222216",2014-08-19,34874.9479452055
"11-1-11-648287","1-201-2011-700715",2014-02-15,11265,"2-201-2011-524490",2014-08-20,34957.7863013699
"11-1-11-648548","1-201-2011-698933",2014-02-11,11026,"2-202-2022-1223751",2014-08-21,34957.7863013699
"11-1-11-648343","1-202-2021-700493",2014-10-24,32690.38,"2-201-2011-524744",2014-08-20,34957.7863013699
"11-1-12-429615","1-201-2011-698238",2014-02-10,10883,"2-202-2022-1224860",2014-08-22,34874.9479452055
"11-1-12-429526","1-202-2021-697968",2014-10-18,32086.24,"2-201-2011-524664",2014-08-20,34709.2712328767
"11-1-12-429638","1-201-2011-701347",2014-02-17,11217,"2-201-2011-525410",2014-08-22,34874.9479452055
"11-1-11-648357","1-202-2021-697053",2014-10-16,32153.37,"2-201-2011-524875",2014-08-21,35040.6246575342
"11-1-12-429666","1-201-2011-700995",2014-02-16,11169,"2-202-2022-1226367",2014-08-24,35040.6246575342
"11-1-12-429862","1-202-2021-702079",2014-10-27,32690.38,"2-202-2022-1226406",2014-08-24,35040.6246575342
"11-1-12-429717","1-202-2021-701823",2014-10-27,32690.38,"2-202-2022-1227250",2014-08-26,35206.301369863
"11-1-11-648944","1-201-2011-698466",2014-02-10,10883,"2-202-2022-1224718",2014-08-22,34874.9479452055
"11-1-12-429737","1-202-2021-698316",2014-10-19,32153.37,"2-202-2022-1224145",2014-08-22,34874.9479452055
"11-1-11-648760","1-202-2021-700038",2014-10-23,32489,"2-202-2022-1224384",2014-08-22,34957.7863013699
"11-1-12-429880","1-202-2021-702272",2014-10-28,32757.5,"2-201-2011-526988",2014-08-27,35289.1397260274
"11-1-12-429770","1-201-2011-701225",2014-02-16,11169,"2-202-2022-1226159",2014-08-24,35040.6246575342
"11-1-11-649003","1-201-2011-702095",2014-02-18,11265,"2-202-2022-1227377",2014-08-26,35206.301369863
"11-1-11-650408","1-202-2021-698482",2014-10-19,32086.24,"2-201-2011-524559",2014-08-20,34626.4328767123
"11-1-12-429896","1-202-2021-699310",2014-10-21,32287.62,"2-202-2022-1225670",2014-08-24,35040.6246575342
"11-1-11-649024","1-201-2011-701667",2014-02-17,11217,"2-202-2022-1227780",2014-08-26,35206.301369863
"11-1-12-429900","1-202-2021-700380",2014-10-24,32489,"2-202-2022-1227635",2014-08-26,35206.301369863
"11-1-12-429827","1-201-2011-702216",2014-02-19,11313,"2-201-2011-525947",2014-08-24,35040.6246575342
"11-1-12-429829","1-202-2021-701178",2014-10-25,32556.12,"2-202-2022-1226303",2014-08-24,35040.6246575342
"11-1-12-429836","1-202-2021-702218",2014-10-28,32757.5,"2-202-2022-1227936",2014-08-26,35206.301369863
"11-1-12-788903","1-201-2011-699479",2014-02-12,10978,"2-202-2022-1224874",2014-08-22,34874.9479452055
"11-1-12-429932","1-201-2011-701700",2014-02-18,11265,"2-201-2011-526429",2014-08-26,35206.301369863
"11-1-12-429954","1-202-2021-698912",2014-10-20,32220.49,"2-202-2022-1226550",2014-08-25,35123.4630136986
"11-1-11-648777","1-202-2021-700473",2014-10-24,32556.12,"2-202-2022-1224933",2014-08-23,35040.6246575342
"11-1-11-649294","1-201-2011-699413",2014-02-12,10978,"2-202-2022-1225000",2014-08-23,34957.7863013699
"11-1-12-430139","1-201-2011-698912",2014-02-11,10931,"2-202-2022-1223850",2014-08-21,34792.1095890411
"11-1-11-649138","1-201-2011-701385",2014-02-17,11217,"2-201-2011-526035",2014-08-24,35040.6246575342
"11-1-12-429989","1-201-2011-699091",2014-02-12,10978,"2-201-2011-525845",2014-08-24,35040.6246575342
"11-1-11-649360","1-201-2011-701952",2014-02-18,11265,"2-202-2022-1225048",2014-08-23,34957.7863013699
"11-1-11-649414","1-202-2021-701492",2014-10-26,32623.25,"2-202-2022-1226642",2014-08-25,35123.4630136986
"11-1-12-430052","1-202-2021-702186",2014-10-28,32757.5,"2-201-2011-526557",2014-08-26,35206.301369863
"11-1-11-649432","1-201-2011-698626",2014-02-11,10931,"2-202-2022-1223402",2014-08-21,34792.1095890411
"11-1-11-649170","1-202-2021-701409",2014-10-26,32623.25,"2-202-2022-1226539",2014-08-25,35123.4630136986
"11-1-11-649635","1-202-2021-700334",2014-10-23,32421.87,"2-202-2022-1225391",2014-08-23,34957.7863013699
"11-1-11-649650","1-201-2011-699330",2014-02-12,10978,"2-202-2022-1225628",2014-08-23,34957.7863013699
"11-1-11-649717","1-202-2021-701570",2014-10-26,32623.25,"2-202-2022-1228363",2014-08-27,35289.1397260274
"11-1-11-649551","1-202-2021-699201",2014-10-21,32287.62,"2-202-2022-1224401",2014-08-22,34874.9479452055
"11-1-12-430306","1-201-2011-698613",2014-02-11,10931,"2-202-2022-1226119",2014-08-24,35040.6246575342
"11-1-12-430340","1-201-2011-700337",2014-02-14,11074,"2-201-2011-526057",2014-08-24,35040.6246575342
"11-1-12-430351","1-202-2021-701033",2014-10-25,32556.12,"2-202-2022-1227814",2014-08-26,35206.301369863
"11-1-11-649850","1-201-2011-699377",2014-02-12,10978,"2-202-2022-1226653",2014-08-25,35123.4630136986
"11-1-11-650013","1-201-2011-701885",2014-02-18,11265,"2-202-2022-1227547",2014-08-26,35206.301369863
"11-1-12-430518","1-202-2021-700802",2014-10-25,32220.49,"2-201-2011-526551",2014-08-26,34792.1095890411
"11-1-11-650134","1-201-2011-702645",2014-02-20,11360,"2-202-2022-1226480",2014-08-25,35123.4630136986
"11-1-11-649967","1-202-2021-701984",2014-10-27,32690.38,"2-202-2022-1227566",2014-08-26,35206.301369863
"11-1-11-650206","1-201-2011-702366",2014-02-19,11265,"2-202-2022-1228728",2014-08-27,35206.301369863
"11-1-11-650221","1-201-2011-700117",2014-02-14,11026,"2-201-2011-525634",2014-08-23,34874.9479452055
"11-1-12-430621","1-202-2021-702518",2014-10-28,32421.87,"2-202-2022-1228000",2014-08-27,34874.9479452055
"11-1-11-650256","1-201-2011-699834",2014-02-13,10978,"2-202-2022-1227509",2014-08-26,35123.4630136986
"11-1-11-650499","1-202-2021-703506",2014-10-31,32623.25,"2-202-2022-1229905",2014-08-29,35040.6246575342
"11-1-11-650500","1-201-2011-700402",2014-02-15,10883,"2-202-2022-1225768",2014-08-24,34626.4328767123
"11-1-12-430743","1-201-2011-702855",2014-02-20,11122,"2-201-2011-527448",2014-08-29,35040.6246575342
"11-1-11-650521","1-201-2011-700884",2014-02-16,10931,"2-202-2022-1228191",2014-08-27,34874.9479452055
"11-1-12-430749","1-201-2011-703323",2014-02-21,11169,"2-202-2022-1229817",2014-08-29,35040.6246575342
"11-1-11-650536","1-201-2011-702481",2014-02-19,11074,"2-201-2011-526938",2014-08-27,34874.9479452055
"11-1-11-650567","1-202-2021-700645",2014-10-24,32153.37,"2-202-2022-1227767",2014-08-26,34792.1095890411
"11-1-11-650623","1-201-2011-701443",2014-02-17,10978,"2-201-2011-526542",2014-08-26,34792.1095890411
"11-1-12-430991","1-201-2011-703303",2014-02-21,11169,"2-201-2011-527553",2014-08-29,35040.6246575342
"11-1-12-431003","1-201-2011-702711",2014-02-20,11122,"2-202-2022-1230387",2014-08-30,35123.4630136986
"11-1-11-650712","1-201-2011-700771",2014-02-15,10883,"2-202-2022-1225748",2014-08-24,34626.4328767123
"11-1-11-650875","1-201-2011-702966",2014-02-20,11122,"2-202-2022-1228749",2014-08-28,34957.7863013699
"11-1-12-431031","1-202-2021-700595",2014-10-24,32153.37,"2-202-2022-1227676",2014-08-26,34792.1095890411
"11-1-11-650881","1-201-2011-704731",2014-02-24,11313,"2-202-2022-1230681",2014-08-30,35123.4630136986
"11-1-11-650401","1-201-2011-702177",2014-02-19,11265,"2-202-2022-1227382",2014-08-26,35123.4630136986
"11-1-11-650908","1-202-2021-702291",2014-10-28,32421.87,"2-202-2022-1230454",2014-08-30,35123.4630136986
"11-1-11-650910","1-202-2021-699802",2014-10-22,32019.12,"2-201-2011-525535",2014-08-23,34543.5945205479
"11-1-11-650933","1-202-2021-703306",2014-10-30,32556.12,"2-202-2022-1228965",2014-08-28,34957.7863013699
"11-1-12-431224","1-201-2011-704289",2014-02-23,11265,"2-202-2022-1231744",2014-08-31,35206.301369863
"11-1-12-431086","1-202-2021-703265",2014-10-30,32556.12,"2-202-2022-1230635",2014-08-30,35123.4630136986
"11-1-12-431513","1-202-2021-704268",2014-11-01,32556.12,"2-202-2022-1232245",2014-09-01,35123.4630136986
"11-1-11-651057","1-202-2021-700786",2014-10-24,32153.37,"2-202-2022-1228962",2014-08-28,34957.7863013699
"11-1-11-651284","1-201-2011-702351",2014-02-19,11074,"2-201-2011-527071",2014-08-28,34957.7863013699
"11-1-12-431323","1-202-2021-700309",2014-10-23,32086.24,"2-202-2022-1227545",2014-08-26,34792.1095890411
"11-1-11-651341","1-202-2021-700259",2014-10-23,32086.24,"2-202-2022-1227682",2014-08-26,34792.1095890411
"11-1-12-431330","1-201-2011-701268",2014-02-17,10978,"2-202-2022-1228423",2014-08-27,34874.9479452055
"11-1-11-651370","1-201-2011-699876",2014-02-13,10787,"2-201-2011-527242",2014-08-28,34957.7863013699
"11-1-11-651129","1-202-2021-700885",2014-10-25,32220.49,"2-202-2022-1227015",2014-08-25,34709.2712328767
"11-1-12-431342","1-201-2011-703935",2014-02-23,11265,"2-202-2022-1230784",2014-08-30,35123.4630136986
"11-1-12-431353","1-202-2021-704110",2014-11-01,32690.38,"2-202-2022-1231378",2014-08-31,35206.301369863
"11-1-11-651152","1-202-2021-702358",2014-10-28,32421.87,"2-202-2022-1229951",2014-08-29,35040.6246575342
"11-1-11-651438","1-201-2011-699137",2014-02-12,10740,"2-202-2022-1227608",2014-08-26,34792.1095890411
"11-1-12-431399","1-201-2011-701151",2014-02-16,10931,"2-202-2022-1230195",2014-08-29,35040.6246575342
"11-1-11-651167","1-202-2021-703637",2014-10-31,32623.25,"2-202-2022-1229672",2014-08-29,35040.6246575342
"11-1-11-651443","1-201-2011-703201",2014-02-21,11169,"2-202-2022-1228777",2014-08-28,34957.7863013699
"11-1-12-431574","1-202-2021-703091",2014-10-30,32354.75,"2-202-2022-1231095",2014-08-31,34957.7863013699
"11-1-11-651678","1-201-2011-701826",2014-02-18,11026,"2-202-2022-1231192",2014-08-31,35206.301369863
"11-1-11-651685","1-201-2011-701110",2014-02-16,10931,"2-202-2022-1229874",2014-08-29,35040.6246575342
"11-1-11-651689","1-201-2011-703992",2014-02-23,11265,"2-202-2022-1229680",2014-08-29,35040.6246575342
"11-1-12-431624","1-202-2021-702715",2014-10-29,32086.24,"2-201-2011-528184",2014-08-31,34709.2712328767
"11-1-12-431779","1-202-2021-704728",2014-11-02,32220.49,"2-201-2011-529027",2014-09-02,34709.2712328767
"11-1-12-431649","1-202-2021-704150",2014-11-01,32287.62,"2-202-2022-1232144",2014-09-01,34792.1095890411
"11-1-11-651556","1-202-2021-700149",2014-10-23,32086.24,"2-202-2022-1228200",2014-08-27,34874.9479452055
"11-1-11-651560","1-202-2021-700280",2014-10-23,32086.24,"2-201-2011-526075",2014-08-25,34709.2712328767
"11-1-12-431655","1-202-2021-702443",2014-10-28,32019.12,"2-202-2022-1232077",2014-09-01,34792.1095890411
"11-1-11-651817","1-202-2021-701063",2014-10-25,32220.49,"2-202-2022-1229311",2014-08-28,34957.7863013699
"11-1-12-431702","1-202-2021-701276",2014-10-26,31884.86,"2-202-2022-1228839",2014-08-28,34460.7561643836
"11-1-12-431706","1-201-2011-701024",2014-02-16,10644,"2-202-2022-1228092",2014-08-27,34377.9178082192
"11-1-12-431719","1-202-2021-701465",2014-10-26,31884.86,"2-201-2011-527804",2014-08-30,34626.4328767123
"11-1-12-432027","1-201-2011-702371",2014-02-19,10692,"2-201-2011-527260",2014-08-28,34295.0794520548
"11-1-11-652055","1-202-2021-704897",2014-11-03,32421.87,"2-202-2022-1232158",2014-09-01,34792.1095890411
"11-1-11-652086","1-201-2011-702247",2014-02-19,10787,"2-202-2022-1231829",2014-09-01,34792.1095890411
"11-1-12-431857","1-201-2011-704812",2014-02-25,10978,"2-202-2022-1231275",2014-08-31,34543.5945205479
"11-1-12-432043","1-201-2011-702120",2014-02-19,10692,"2-202-2022-1229789",2014-08-29,34377.9178082192
"11-1-11-651955","1-201-2011-703983",2014-02-23,11265,"2-202-2022-1232189",2014-09-01,35289.1397260274
"11-1-11-652125","1-201-2011-700396",2014-02-15,10597,"2-202-2022-1229124",2014-08-28,34460.7561643836
"11-1-11-652130","1-202-2021-699622",2014-10-22,31616.36,"2-201-2011-527311",2014-08-28,34460.7561643836
"11-1-12-432049","1-201-2011-705844",2014-02-27,11074,"2-201-2011-529497",2014-09-04,34874.9479452055
"11-1-11-652170","1-201-2011-703431",2014-02-22,10931,"2-202-2022-1230761",2014-08-30,34626.4328767123
"11-1-12-431886","1-201-2011-704692",2014-02-24,10931,"2-202-2022-1231875",2014-09-01,34626.4328767123
"11-1-11-652218","1-202-2021-703404",2014-10-30,32153.37,"2-202-2022-1231004",2014-08-30,34626.4328767123
"11-1-11-652224","1-201-2011-703892",2014-02-23,10978,"2-202-2022-1231747",2014-08-31,34709.2712328767
"11-1-12-431929","1-201-2011-700906",2014-02-16,10549,"2-202-2022-1228322",2014-08-27,34212.2410958904
"11-1-12-431466","1-201-2011-703631",2014-02-22,11169,"2-202-2022-1230319",2014-08-30,35040.6246575342
"11-1-11-652302","1-201-2011-703371",2014-02-21,10883,"2-201-2011-528467",2014-09-01,34792.1095890411
"11-1-11-652477","1-202-2021-705522",2014-11-04,32354.75,"2-202-2022-1232726",2014-09-02,34709.2712328767
"11-1-12-432315","1-201-2011-705287",2014-02-26,11026,"2-202-2022-1234478",2014-09-04,34874.9479452055
"11-1-11-652490","1-202-2021-705167",2014-11-03,32287.62,"2-201-2011-528286",2014-08-31,34543.5945205479
"11-1-12-432136","1-201-2011-705724",2014-02-27,11074,"2-202-2022-1233949",2014-09-03,34792.1095890411
"11-1-11-652370","1-202-2021-701755",2014-10-27,31951.99,"2-201-2011-528482",2014-09-01,34792.1095890411
"11-1-11-652373","1-201-2011-702454",2014-02-19,10787,"2-201-2011-527891",2014-08-30,34626.4328767123
"11-1-12-432164","1-201-2011-705769",2014-02-27,11074,"2-202-2022-1234498",2014-09-04,34874.9479452055
"11-1-11-652594","1-202-2021-700500",2014-10-24,31616.36,"2-202-2022-1228588",2014-08-27,34212.2410958904
"11-1-12-432335","1-202-2021-705073",2014-11-03,32287.62,"2-201-2011-528929",2014-09-02,34709.2712328767
"11-1-12-432174","1-201-2011-705924",2014-02-27,11074,"2-202-2022-1235012",2014-09-05,34957.7863013699
"11-1-11-652604","1-201-2011-704939",2014-02-25,10978,"2-202-2022-1234523",2014-09-04,34874.9479452055
"11-1-11-652434","1-201-2011-701369",2014-02-17,10644,"2-201-2011-527058",2014-08-27,34295.0794520548
"11-1-11-652662","1-202-2021-704744",2014-11-03,32287.62,"2-201-2011-528987",2014-09-02,34709.2712328767
"11-1-12-432207","1-202-2021-703692",2014-10-31,32086.24,"2-201-2011-529131",2014-09-03,34792.1095890411
"11-1-11-652686","1-201-2011-704651",2014-02-24,10931,"2-202-2022-1232582",2014-09-02,34709.2712328767
"11-1-12-432238","1-202-2021-702951",2014-10-29,31951.99,"2-202-2022-1232757",2014-09-02,34709.2712328767
"11-1-12-432360","1-202-2021-703008",2014-10-30,32019.12,"2-202-2022-1232244",2014-09-01,34626.4328767123
"11-1-11-652694","1-202-2021-702616",2014-10-29,31951.99,"2-202-2022-1232575",2014-09-02,34709.2712328767
"11-1-11-652862","1-202-2021-705130",2014-11-03,32287.62,"2-202-2022-1234424",2014-09-04,34874.9479452055
"11-1-11-652868","1-201-2011-702721",2014-02-20,10740,"2-202-2022-1231616",2014-08-31,34543.5945205479
"11-1-11-652888","1-202-2021-703209",2014-10-30,32019.12,"2-202-2022-1232771",2014-09-02,34709.2712328767
"11-1-12-432410","1-201-2011-703114",2014-02-21,10787,"2-201-2011-529271",2014-09-03,34792.1095890411
"11-1-12-432411","1-202-2021-705240",2014-11-04,32354.75,"2-202-2022-1233487",2014-09-03,34792.1095890411
"11-1-11-652916","1-202-2021-706747",2014-11-07,32556.12,"2-201-2011-529288",2014-09-03,34792.1095890411
"11-1-11-652949","1-201-2011-705323",2014-02-26,11026,"2-201-2011-529434",2014-09-04,34874.9479452055
"11-1-11-652966","1-201-2011-706833",2014-03-01,11169,"2-202-2022-1234295",2014-09-04,34874.9479452055
"11-1-11-652838","1-202-2021-701358",2014-10-26,31750.61,"2-201-2011-528331",2014-08-31,34543.5945205479
"11-1-12-432585","1-201-2011-704336",2014-02-24,10931,"2-202-2022-1232923",2014-09-02,34709.2712328767
"11-1-11-653131","1-202-2021-705479",2014-11-04,32354.75,"2-202-2022-1233359",2014-09-03,34792.1095890411
"11-1-11-653135","1-201-2011-702149",2014-02-19,10692,"2-202-2022-1229897",2014-08-29,34377.9178082192
"11-1-11-653310","1-201-2011-706009",2014-02-27,11074,"2-202-2022-1233476",2014-09-03,34792.1095890411
"11-1-12-432644","1-201-2011-706863",2014-03-01,11169,"2-202-2022-1236006",2014-09-06,35040.6246575342
"11-1-12-432645","1-202-2021-702226",2014-10-28,31884.86,"2-202-2022-1232358",2014-09-01,34626.4328767123
"11-1-11-653148","1-202-2021-702486",2014-10-28,31884.86,"2-201-2011-528354",2014-08-31,34543.5945205479
"11-1-12-432659","1-201-2011-706556",2014-03-01,11169,"2-201-2011-529750",2014-09-05,34957.7863013699
"11-1-11-653382","1-201-2011-705490",2014-02-26,11026,"2-202-2022-1232876",2014-09-02,34709.2712328767
"11-1-12-432686","1-201-2011-703877",2014-02-23,10883,"2-202-2022-1234853",2014-09-04,34874.9479452055
"11-1-11-653410","1-201-2011-706762",2014-03-01,11169,"2-202-2022-1236392",2014-09-06,35040.6246575342
"11-1-12-432865","1-201-2011-706296",2014-02-28,11122,"2-202-2022-1236641",2014-09-07,35123.4630136986
"11-1-12-432868","1-202-2021-703846",2014-10-31,32086.24,"2-201-2011-528688",2014-09-01,34626.4328767123
"11-1-12-432746","1-202-2021-705889",2014-11-05,32421.87,"2-202-2022-1235748",2014-09-06,35040.6246575342
"11-1-12-432886","1-202-2021-706519",2014-11-07,32556.12,"2-202-2022-1235894",2014-09-06,35040.6246575342
"11-1-12-432772","1-201-2011-706797",2014-03-01,11169,"2-201-2011-529975",2014-09-05,34957.7863013699
"11-1-12-432777","1-202-2021-703601",2014-10-31,32086.24,"2-202-2022-1236136",2014-09-06,35040.6246575342
"11-1-12-432796","1-202-2021-705662",2014-11-05,32421.87,"2-202-2022-1234723",2014-09-04,34874.9479452055
